gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12m,tenure_group_12-24m,tenure_group_24-48m,tenure_group_48-60m,tenure_group_60m+,AvgMonthlySpend
Male,No,1,0,10,1,No,No,No,No,No,Yes,No,1,79.95,857.2,1,True,False,False,False,False,True,False,True,False,False,False,False,77.92727272727274
Female,No,1,0,51,0,No phone service,No,Yes,No,No,Yes,Yes,1,49.65,2553.35,0,False,False,False,False,False,True,False,False,False,False,True,False,49.10288461538461
Female,No,1,0,67,1,Yes,Yes,Yes,Yes,No,No,No,0,65.65,4322.85,0,False,False,False,True,False,False,True,False,False,False,False,True,63.57132352941177
Male,No,1,1,11,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.45,250.8,0,False,True,False,False,False,True,False,True,False,False,False,False,20.900000000000002
Male,No,1,1,72,0,No phone service,Yes,No,Yes,Yes,Yes,Yes,0,60.95,4549.05,0,False,False,False,True,False,False,False,False,False,False,False,True,62.31575342465754
Male,No,1,1,66,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.35,1359.5,0,False,True,True,False,False,True,False,False,False,False,False,True,20.291044776119403
Female,No,0,0,18,1,Yes,No,No,No,Yes,Yes,No,1,88.35,1639.3,1,True,False,False,False,False,True,False,False,True,False,False,False,86.27894736842104
Female,No,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.5,178.85,0,False,True,False,False,False,True,False,True,False,False,False,False,17.884999999999998
Female,No,0,0,9,1,Yes,No,No,No,No,No,No,1,75.2,633.85,0,True,False,False,False,True,False,False,True,False,False,False,False,63.385000000000005
Male,No,1,0,48,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,111.45,5315.1,0,True,False,False,False,False,False,False,False,False,True,False,False,108.47142857142858
Male,No,0,0,10,1,No,No,No,No,No,No,No,0,70.15,735.5,0,True,False,False,False,False,False,True,True,False,False,False,False,66.86363636363636
Female,No,0,0,9,1,Yes,No,No,No,No,Yes,Yes,1,94.75,889.9,1,True,False,False,False,False,True,False,True,False,False,False,False,88.99
Female,Yes,0,0,13,1,Yes,No,No,No,No,Yes,Yes,1,95.05,1290.0,1,True,False,False,False,False,True,False,False,True,False,False,False,92.14285714285714
Male,No,0,0,4,1,Yes,No,Yes,No,No,No,No,0,78.45,330.05,1,True,False,False,False,False,True,False,True,False,False,False,False,66.01
Male,No,0,0,4,1,No,No,No,No,No,No,No,1,70.2,237.95,1,True,False,False,False,False,True,False,True,False,False,False,False,47.589999999999996
Female,No,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,92.0,6474.4,0,False,False,False,True,False,False,False,False,False,False,False,True,88.69041095890411
Female,No,1,1,51,1,No,Yes,Yes,Yes,Yes,Yes,Yes,0,85.5,4421.95,0,False,False,False,True,True,False,False,False,False,False,True,False,85.0375
Male,No,1,0,59,0,No phone service,No,Yes,No,No,No,Yes,1,41.05,2452.7,1,False,False,False,False,False,False,False,False,False,False,True,False,40.87833333333333
Male,No,1,0,10,1,Yes,No,No,No,No,Yes,No,1,85.6,813.85,1,True,False,False,False,False,True,False,True,False,False,False,False,73.98636363636363
Male,Yes,1,0,61,1,Yes,No,Yes,No,No,No,No,1,82.15,4904.85,0,True,False,False,False,False,True,False,False,False,False,False,True,79.11048387096774
Male,No,0,0,54,1,No,Yes,No,Yes,Yes,No,No,0,84.4,4484.05,0,True,False,True,False,False,True,False,False,False,False,True,False,81.52818181818182
Female,No,0,0,33,1,Yes,Yes,Yes,No,No,No,No,1,60.9,2033.85,0,False,False,False,False,False,False,True,False,False,True,False,False,59.81911764705882
Female,No,0,0,27,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.25,538.2,0,False,True,False,True,False,False,False,False,False,True,False,False,19.22142857142857
Female,Yes,0,0,1,1,No,No,No,No,No,Yes,No,1,79.2,79.2,1,True,False,False,False,False,True,False,True,False,False,False,False,39.6
Male,No,0,0,23,1,No,No,Yes,No,No,Yes,Yes,0,95.3,2192.9,0,True,False,False,False,False,False,True,False,True,False,False,False,91.37083333333334
Male,No,0,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.85,19.85,0,False,True,False,False,False,False,True,True,False,False,False,False,9.925
Male,No,1,1,45,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,84.35,3858.05,0,False,False,False,True,False,False,True,False,False,True,False,False,83.87065217391304
Female,No,1,1,39,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.85,854.8,0,False,True,False,True,False,False,False,False,False,True,False,False,21.369999999999997
Male,No,0,0,5,1,No,No,No,Yes,No,Yes,Yes,1,70.0,347.4,1,False,False,True,False,False,False,True,True,False,False,False,False,57.9
Male,No,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,No,0,82.3,5815.15,0,False,False,False,True,False,False,False,False,False,False,False,True,79.65958904109588
Female,No,1,1,58,1,Yes,No,Yes,No,No,Yes,No,1,66.8,3970.4,0,False,False,False,False,False,False,False,False,False,False,True,False,67.2949152542373
Female,No,0,0,70,0,No phone service,Yes,Yes,Yes,Yes,No,No,1,44.6,3058.15,0,False,False,False,True,False,False,False,False,False,False,False,True,43.072535211267606
Male,No,1,1,61,1,No,No,Yes,No,Yes,Yes,Yes,1,98.45,6145.2,0,True,False,True,False,False,False,False,False,False,False,False,True,99.11612903225806
Male,No,0,0,2,1,No,No,No,No,No,No,No,0,70.7,129.2,0,True,False,False,False,False,False,True,True,False,False,False,False,43.06666666666666
Female,No,1,1,46,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.95,1165.9,0,False,True,True,False,False,False,True,False,False,True,False,False,24.806382978723406
Female,No,0,0,1,1,Yes,No,No,No,No,No,No,1,49.95,49.95,1,False,False,False,False,False,False,False,True,False,False,False,False,24.975
Female,No,1,0,22,1,No,No,No,No,No,No,No,1,69.25,1554.0,1,True,False,False,False,False,True,False,False,True,False,False,False,67.56521739130434
Female,No,0,0,48,1,No,Yes,No,Yes,Yes,Yes,Yes,1,102.5,4904.25,0,True,False,False,True,True,False,False,False,False,True,False,False,100.08673469387755
Male,No,0,0,64,1,Yes,No,Yes,Yes,Yes,Yes,Yes,0,86.55,5632.55,0,False,False,False,True,True,False,False,False,False,False,False,True,86.65461538461538
Male,No,1,1,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.3,1643.25,0,False,True,False,True,False,False,False,False,False,False,False,True,22.51027397260274
Female,No,1,1,12,1,No,No,No,Yes,No,Yes,No,1,58.35,740.55,0,False,False,False,False,True,False,False,True,False,False,False,False,56.965384615384615
Female,Yes,1,0,34,1,Yes,No,Yes,Yes,No,No,Yes,1,94.25,3217.55,1,True,False,False,False,False,True,False,False,False,True,False,False,91.93
Female,No,1,1,72,1,No,Yes,Yes,Yes,No,No,Yes,0,68.75,4888.2,0,False,False,False,True,True,False,False,False,False,False,False,True,66.96164383561644
Male,No,1,0,29,1,Yes,No,Yes,Yes,No,No,No,1,85.8,2440.25,0,True,False,False,False,False,True,False,False,False,True,False,False,81.34166666666667
Male,No,1,1,33,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.1,620.55,0,False,True,True,False,True,False,False,False,False,True,False,False,18.251470588235293
Female,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.35,20.35,0,False,True,False,False,False,False,True,True,False,False,False,False,10.175
Female,No,1,1,62,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,110.8,6840.95,0,True,False,True,False,False,True,False,False,False,False,False,True,108.58650793650793
Male,No,1,0,41,1,Yes,No,No,Yes,No,Yes,Yes,1,73.0,3001.2,1,False,False,True,False,False,True,False,False,False,True,False,False,71.45714285714286
Female,No,0,0,64,1,Yes,No,No,Yes,No,Yes,Yes,1,100.05,6254.2,1,True,False,True,False,True,False,False,False,False,False,False,True,96.21846153846154
Female,No,0,0,4,1,No,No,No,Yes,No,No,Yes,1,82.85,319.6,0,True,False,False,False,True,False,False,True,False,False,False,False,63.92
Female,No,0,0,24,1,Yes,Yes,No,No,Yes,No,No,1,84.35,1938.05,0,True,False,False,False,False,True,False,False,True,False,False,False,77.52199999999999
Female,No,1,1,14,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,294.5,0,False,True,True,False,False,False,True,False,True,False,False,False,19.633333333333333
Male,No,0,1,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,58.3,0,False,True,False,False,False,False,True,True,False,False,False,False,14.575
Female,Yes,0,0,4,1,No,No,Yes,Yes,No,Yes,Yes,1,99.8,442.85,1,True,False,False,False,True,False,False,True,False,False,False,False,88.57000000000001
Female,No,0,1,18,0,No phone service,No,No,No,No,No,Yes,1,35.0,553.0,1,False,False,False,False,False,True,False,False,True,False,False,False,29.105263157894736
Male,No,0,0,8,1,No,No,No,No,No,Yes,Yes,1,66.25,546.45,0,False,False,False,False,False,True,False,True,False,False,False,False,60.71666666666667
Female,No,0,0,35,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,23.3,797.1,0,False,True,False,True,False,False,False,False,False,True,False,False,22.141666666666666
Female,No,0,0,1,1,Yes,No,No,No,No,No,No,0,76.0,76.0,1,True,False,False,False,False,True,False,True,False,False,False,False,38.0
Male,No,0,1,66,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,25.3,1673.8,0,False,True,False,True,True,False,False,False,False,False,False,True,24.982089552238804
Male,No,0,1,8,0,No phone service,Yes,No,No,Yes,No,Yes,1,44.55,343.45,0,False,False,False,True,False,False,True,True,False,False,False,False,38.16111111111111
Female,No,1,0,71,1,Yes,Yes,No,Yes,No,Yes,Yes,1,104.1,7412.25,0,True,False,True,False,True,False,False,False,False,False,False,True,102.94791666666667
Female,No,1,1,43,1,Yes,No,No,Yes,No,No,Yes,1,92.55,4039.0,0,True,False,False,False,False,False,False,False,False,True,False,False,91.79545454545455
Female,Yes,0,0,2,1,Yes,No,No,No,No,Yes,Yes,1,93.85,170.85,1,True,False,False,False,False,True,False,True,False,False,False,False,56.949999999999996
Male,Yes,0,0,29,1,No,No,Yes,Yes,No,Yes,Yes,1,101.45,2948.6,0,True,False,False,False,False,False,False,False,False,True,False,False,98.28666666666666
Female,No,1,0,15,1,No,No,No,Yes,No,Yes,No,1,84.3,1308.4,1,True,False,False,False,False,True,False,False,True,False,False,False,81.775
Male,No,1,1,65,1,Yes,Yes,Yes,Yes,Yes,No,No,0,94.55,6078.75,0,True,False,False,True,True,False,False,False,False,False,False,True,92.10227272727273
Male,No,0,0,35,1,Yes,No,No,Yes,Yes,Yes,No,0,95.5,3418.2,0,True,False,False,False,False,True,False,False,False,True,False,False,94.94999999999999
Male,No,0,0,64,1,No,Yes,Yes,No,No,Yes,Yes,1,100.3,6603.8,0,True,False,True,False,True,False,False,False,False,False,False,True,101.59692307692308
Female,No,1,1,58,0,No phone service,No,No,Yes,Yes,Yes,Yes,1,55.5,3166.9,0,False,False,False,True,True,False,False,False,False,False,True,False,53.67627118644068
Female,Yes,0,0,18,1,No,No,Yes,No,No,No,No,1,49.85,865.75,0,False,False,False,False,True,False,False,False,True,False,False,False,45.56578947368421
Male,No,1,1,67,1,Yes,No,Yes,No,No,No,Yes,1,89.55,6373.1,0,True,False,False,False,False,False,False,False,False,False,False,True,93.72205882352942
Male,No,1,1,63,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.15,1177.05,0,False,True,False,True,False,False,True,False,False,False,False,True,18.39140625
Female,No,1,0,60,1,Yes,No,Yes,No,No,Yes,Yes,1,99.8,5985.75,0,True,False,False,False,False,True,False,False,False,False,True,False,98.12704918032787
Male,Yes,0,0,9,1,Yes,No,No,No,No,No,Yes,1,84.4,732.5,1,True,False,False,False,True,False,False,True,False,False,False,False,73.25
Female,No,1,1,70,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,113.05,7869.05,0,True,False,False,True,True,False,False,False,False,False,False,True,110.83169014084507
Male,No,1,0,15,1,Yes,No,No,Yes,No,Yes,Yes,1,101.1,1504.05,1,True,False,False,False,False,True,False,False,True,False,False,False,94.003125
Female,No,0,1,48,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,936.7,0,False,True,True,False,False,False,True,False,False,True,False,False,19.116326530612245
Male,No,1,0,12,1,No,No,No,Yes,Yes,Yes,Yes,1,74.15,741.4,0,False,False,False,False,False,True,False,True,False,False,False,False,57.03076923076923
Male,Yes,1,0,71,1,Yes,Yes,Yes,Yes,Yes,No,No,1,92.0,6585.2,0,True,False,True,False,False,True,False,False,False,False,False,True,91.46111111111111
Male,Yes,0,0,44,1,No,No,No,Yes,No,No,No,0,73.85,3122.4,0,True,False,False,False,False,True,False,False,False,True,False,False,69.38666666666667
Male,No,0,0,1,1,Yes,No,No,No,No,No,No,1,50.45,50.45,1,False,False,False,False,False,True,False,True,False,False,False,False,25.225
Male,No,1,1,45,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.45,1088.25,0,False,True,False,True,False,False,True,False,False,True,False,False,23.657608695652176
Female,No,0,0,23,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.8,615.35,0,False,True,True,False,True,False,False,False,True,False,False,False,25.639583333333334
Female,No,1,0,43,1,Yes,No,No,No,Yes,Yes,No,1,64.85,2908.2,0,False,False,True,False,False,False,False,False,False,True,False,False,66.09545454545454
Male,No,0,0,35,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.75,739.9,0,False,True,False,False,False,False,False,False,False,True,False,False,20.552777777777777
Male,No,1,0,9,1,No,Yes,Yes,No,Yes,Yes,No,1,68.95,593.85,0,False,False,False,False,False,False,True,True,False,False,False,False,59.385000000000005
Male,No,0,0,12,1,Yes,No,No,No,Yes,Yes,Yes,1,99.95,1132.75,1,True,False,False,False,False,False,True,True,False,False,False,False,87.13461538461539
Female,Yes,1,0,65,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,109.4,7227.45,0,True,False,False,False,True,False,False,False,False,False,False,True,109.50681818181818
Female,No,0,0,2,1,Yes,No,No,Yes,No,Yes,No,1,91.4,193.6,1,True,False,False,False,False,True,False,True,False,False,False,False,64.53333333333333
Male,No,0,0,27,1,Yes,No,No,No,No,No,No,0,49.0,1291.35,0,False,False,False,False,False,False,True,False,False,True,False,False,46.11964285714286
Female,No,0,0,40,1,No,No,No,Yes,No,No,No,1,50.25,2023.55,0,False,False,True,False,False,False,True,False,False,True,False,False,49.354878048780485
Female,Yes,0,0,5,1,No,No,No,Yes,No,No,No,1,75.55,349.65,1,True,False,False,False,True,False,False,True,False,False,False,False,58.275
Male,No,1,1,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,153.95,0,False,True,True,False,True,False,False,True,False,False,False,False,17.105555555555554
Female,Yes,1,0,58,1,Yes,No,Yes,No,No,Yes,Yes,1,97.8,5458.8,0,True,False,True,False,False,False,False,False,False,False,True,False,92.52203389830508
Female,No,1,1,52,1,No,Yes,No,Yes,No,Yes,Yes,0,100.3,5244.45,0,True,False,True,False,False,True,False,False,False,False,True,False,98.95188679245283
Male,No,1,0,3,1,No,No,No,Yes,Yes,No,No,1,55.8,154.55,0,False,False,False,False,False,False,True,True,False,False,False,False,38.6375
Male,No,0,1,41,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,111.15,4507.15,0,True,False,False,True,False,True,False,False,False,True,False,False,107.31309523809523
Male,No,0,0,20,1,Yes,No,No,No,Yes,Yes,Yes,1,98.55,2031.95,0,True,False,False,False,False,False,True,False,True,False,False,False,96.75952380952381
Male,No,0,1,1,1,Yes,No,No,No,No,No,No,1,50.05,50.05,0,False,False,False,False,False,True,False,True,False,False,False,False,25.025
Male,No,0,1,4,1,Yes,No,No,No,Yes,No,No,0,80.8,332.45,1,True,False,False,False,True,False,False,True,False,False,False,False,66.49
Male,No,0,0,23,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.85,473.9,0,False,True,False,False,False,True,False,False,True,False,False,False,19.745833333333334
Female,Yes,0,0,6,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.5,106.8,0,False,True,False,False,False,False,False,True,False,False,False,False,15.257142857142856
Male,No,1,1,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.35,152.6,0,False,True,False,False,False,False,True,True,False,False,False,False,16.955555555555556
Male,No,0,0,18,1,Yes,Yes,No,Yes,No,Yes,No,0,69.5,1199.4,0,False,False,False,False,False,False,True,False,True,False,False,False,63.126315789473686
Male,Yes,0,0,52,0,No phone service,Yes,No,No,No,Yes,Yes,1,48.8,2555.05,0,False,False,False,False,True,False,False,False,False,False,True,False,48.20849056603774
Male,No,0,0,31,1,No,No,Yes,No,No,Yes,Yes,1,94.5,2979.2,0,True,False,False,False,False,True,False,False,False,True,False,False,93.1
Male,No,1,1,29,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.65,654.85,0,False,True,False,False,False,False,True,False,False,True,False,False,21.828333333333333
Female,No,1,0,36,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,106.05,3834.4,0,True,False,False,True,True,False,False,False,False,True,False,False,103.63243243243244
Female,No,1,0,16,1,Yes,No,Yes,No,No,Yes,Yes,1,100.0,1534.75,1,True,False,False,False,False,True,False,False,True,False,False,False,90.27941176470588
Male,No,1,0,42,1,Yes,No,No,Yes,Yes,Yes,Yes,1,108.3,4586.15,0,True,False,True,False,False,True,False,False,False,True,False,False,106.65465116279069
Male,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,20.55,1,False,True,False,False,False,True,False,True,False,False,False,False,10.275
Female,No,0,0,60,1,No,No,Yes,Yes,No,Yes,Yes,1,99.65,5941.05,0,True,False,False,True,False,True,False,False,False,False,True,False,97.39426229508197
Male,No,0,0,5,1,Yes,No,Yes,Yes,No,No,No,1,85.3,424.15,1,True,False,False,False,False,True,False,True,False,False,False,False,70.69166666666666
Male,No,1,0,22,1,Yes,Yes,No,No,Yes,Yes,No,0,95.9,2234.95,0,True,False,False,False,True,False,False,False,True,False,False,False,97.17173913043477
Male,No,1,0,36,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.0,666.75,0,False,True,True,False,False,False,True,False,False,True,False,False,18.02027027027027
Female,No,0,0,4,1,No,No,No,No,No,No,No,0,70.4,281.0,1,True,False,False,False,False,True,False,True,False,False,False,False,56.2
Male,No,0,0,9,1,No,Yes,No,No,Yes,No,Yes,0,64.95,547.8,0,False,False,False,False,False,False,True,True,False,False,False,False,54.779999999999994
Male,No,1,1,1,1,No,No,Yes,No,No,No,No,0,74.6,74.6,0,True,False,False,False,True,False,False,True,False,False,False,False,37.3
Male,No,1,1,12,1,No,Yes,No,No,No,No,No,1,49.2,571.15,0,False,False,False,False,False,True,False,True,False,False,False,False,43.934615384615384
Female,No,0,0,23,1,Yes,No,No,No,Yes,Yes,Yes,1,73.75,1756.6,0,False,False,True,False,False,False,True,False,True,False,False,False,73.19166666666666
Male,No,0,0,62,1,Yes,Yes,Yes,No,No,No,Yes,1,92.3,5731.45,0,True,False,True,False,False,False,False,False,False,False,False,True,90.97539682539683
Male,No,0,0,37,1,Yes,No,No,No,Yes,Yes,Yes,0,98.8,3475.55,1,True,False,False,False,False,False,False,False,False,True,False,False,91.46184210526316
Female,No,0,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.2,156.85,0,False,True,False,False,False,False,True,True,False,False,False,False,17.427777777777777
Male,No,1,0,31,1,Yes,No,No,Yes,No,Yes,No,0,88.65,2683.2,0,True,False,False,False,True,False,False,False,False,True,False,False,83.85
Male,No,1,1,13,1,Yes,No,No,No,No,No,No,1,74.4,896.75,1,True,False,False,False,True,False,False,False,True,False,False,False,64.05357142857143
Female,No,0,0,24,1,Yes,No,No,Yes,No,Yes,Yes,1,98.75,2407.3,1,True,False,False,False,False,True,False,False,True,False,False,False,96.292
Male,No,1,1,45,1,Yes,No,Yes,Yes,No,No,Yes,1,95.95,4456.65,0,True,False,False,False,False,False,False,False,False,True,False,False,96.8836956521739
Female,Yes,1,0,69,1,Yes,No,Yes,No,Yes,Yes,Yes,0,105.4,6998.95,0,True,False,False,True,True,False,False,False,False,False,False,True,99.985
Male,No,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.25,36.8,0,False,True,False,False,False,False,True,True,False,False,False,False,12.266666666666666
Male,No,1,1,61,1,Yes,Yes,Yes,No,No,Yes,Yes,1,106.0,6547.7,1,True,False,True,False,False,True,False,False,False,False,False,True,105.60806451612903
Male,No,0,0,41,1,Yes,No,Yes,Yes,No,Yes,Yes,1,104.7,4346.4,1,True,False,False,False,False,True,False,False,False,True,False,False,103.48571428571428
Female,No,0,0,44,0,No phone service,No,No,Yes,No,Yes,Yes,1,49.05,2265.0,0,False,False,True,False,False,True,False,False,False,True,False,False,50.333333333333336
Male,No,0,0,39,0,No phone service,No,No,Yes,Yes,No,No,0,35.55,1309.15,0,False,False,True,False,False,False,True,False,False,True,False,False,32.728750000000005
Male,No,1,1,72,0,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,1,65.1,4754.3,0,False,False,False,True,True,False,False,False,False,False,False,True,65.12739726027398
Female,Yes,0,0,13,1,No,No,No,Yes,No,Yes,Yes,1,96.85,1235.55,0,True,False,False,False,False,True,False,False,True,False,False,False,88.25357142857142
Female,No,1,1,51,1,No,Yes,Yes,No,Yes,No,Yes,1,69.75,3562.5,0,False,False,True,False,True,False,False,False,False,False,True,False,68.50961538461539
Female,Yes,1,0,71,1,No,No,Yes,Yes,No,Yes,Yes,1,99.2,7213.75,0,True,False,False,True,False,True,False,False,False,False,False,True,100.19097222222223
Male,Yes,0,0,22,1,Yes,No,No,No,No,Yes,Yes,1,96.7,2082.95,1,True,False,False,False,False,True,False,False,True,False,False,False,90.56304347826087
Female,No,0,0,2,1,No,No,Yes,No,Yes,No,No,1,55.05,102.75,1,False,False,False,False,True,False,False,True,False,False,False,False,34.25
Female,No,0,0,56,1,Yes,No,Yes,Yes,No,Yes,Yes,1,106.8,5914.4,0,True,False,True,False,False,True,False,False,False,False,True,False,103.76140350877192
Male,No,0,0,1,1,No,Yes,No,No,No,No,No,0,51.25,51.25,0,False,False,False,False,False,False,True,True,False,False,False,False,25.625
Female,No,1,1,23,1,No,Yes,Yes,No,Yes,No,No,1,57.75,1282.85,0,False,False,True,False,False,False,True,False,True,False,False,False,53.45208333333333
Female,Yes,1,0,66,1,Yes,No,Yes,Yes,No,Yes,No,1,70.85,4738.85,0,False,False,True,False,False,False,False,False,False,False,False,True,70.72910447761194
Female,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.55,19.55,0,False,True,False,False,False,False,True,True,False,False,False,False,9.775
Male,Yes,0,0,19,1,Yes,No,Yes,No,No,Yes,No,1,88.2,1775.8,1,True,False,False,False,False,True,False,False,True,False,False,False,88.78999999999999
Male,No,0,0,11,1,No,Yes,No,Yes,No,No,No,1,79.5,795.65,0,True,False,False,False,False,False,False,True,False,False,False,False,66.30416666666666
Female,No,1,1,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.75,145.0,1,False,True,True,False,False,False,True,True,False,False,False,False,16.11111111111111
Female,No,1,1,52,1,Yes,Yes,Yes,Yes,No,No,Yes,0,98.15,4993.4,0,True,False,False,False,False,False,False,False,False,False,True,False,94.21509433962264
Male,No,0,0,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.25,61.45,0,False,True,False,False,False,True,False,True,False,False,False,False,15.3625
Female,No,1,1,51,1,No,Yes,Yes,No,No,No,No,1,79.15,4018.55,0,True,False,False,False,False,False,False,False,False,False,True,False,77.2798076923077
Male,Yes,0,0,15,1,Yes,No,No,No,No,No,No,0,75.65,1146.65,1,True,False,False,False,False,True,False,False,True,False,False,False,71.665625
Male,Yes,1,0,64,1,Yes,No,Yes,Yes,No,No,Yes,1,94.25,6081.4,0,True,False,False,False,False,True,False,False,False,False,False,True,93.55999999999999
Female,No,0,0,37,0,No phone service,No,No,Yes,No,No,Yes,1,40.2,1478.85,0,False,False,False,False,True,False,False,False,False,True,False,False,38.91710526315789
Male,No,0,0,13,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.95,243.65,0,False,True,False,True,False,False,True,False,True,False,False,False,17.40357142857143
Male,No,1,0,49,1,Yes,Yes,No,No,No,No,No,1,55.35,2633.95,0,False,False,True,False,False,True,False,False,False,False,True,False,52.678999999999995
Female,Yes,0,0,45,1,Yes,No,No,Yes,No,Yes,Yes,1,102.15,4735.35,0,True,False,True,False,False,False,False,False,False,True,False,False,102.94239130434784
Female,No,0,0,18,1,No,No,No,No,No,No,No,1,71.1,1247.75,0,True,False,False,False,False,True,False,False,True,False,False,False,65.67105263157895
Male,Yes,0,0,1,1,Yes,No,No,No,No,No,No,1,74.7,74.7,1,True,False,False,False,False,True,False,True,False,False,False,False,37.35
Male,No,1,0,68,0,No phone service,Yes,No,Yes,No,Yes,Yes,1,54.1,3794.5,0,False,False,False,True,False,False,False,False,False,False,False,True,54.992753623188406
Male,No,0,0,54,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.65,1008.7,0,False,True,False,True,True,False,False,False,False,False,True,False,18.34
Female,Yes,1,1,23,1,No,No,Yes,Yes,No,No,Yes,1,88.45,2130.55,0,True,False,False,False,False,False,False,False,True,False,False,False,88.77291666666667
Male,No,0,0,17,1,No,No,No,Yes,No,No,No,1,76.65,1313.55,1,True,False,False,False,False,True,False,False,True,False,False,False,72.975
Male,No,1,0,71,1,Yes,Yes,Yes,Yes,Yes,No,Yes,0,80.4,5727.15,0,False,False,False,True,True,False,False,False,False,False,False,True,79.54374999999999
Female,No,1,1,67,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.25,1372.9,0,False,True,False,True,False,False,False,False,False,False,False,True,20.189705882352943
Female,No,1,1,14,1,Yes,No,No,No,No,Yes,No,1,84.8,1203.9,0,True,False,False,False,False,True,False,False,True,False,False,False,80.26
Female,Yes,0,0,1,0,No phone service,No,No,No,No,No,No,1,25.8,25.8,1,False,False,False,False,False,False,True,True,False,False,False,False,12.9
Female,No,0,1,63,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.5,1215.1,0,False,True,False,True,True,False,False,False,False,False,False,True,18.9859375
Female,No,0,0,41,1,Yes,No,No,Yes,Yes,No,Yes,1,68.6,2877.05,0,False,False,True,False,False,True,False,False,False,True,False,False,68.50119047619049
Female,No,1,0,17,1,Yes,No,No,No,No,Yes,Yes,0,92.6,1579.7,0,True,False,False,False,False,True,False,False,True,False,False,False,87.76111111111112
Male,No,1,0,56,1,Yes,Yes,No,No,No,Yes,Yes,1,100.55,5514.95,0,True,False,True,False,False,True,False,False,False,False,True,False,96.75350877192982
Female,No,0,0,5,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.55,96.1,0,False,True,False,False,True,False,False,True,False,False,False,False,16.016666666666666
